Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
51119.0,0.989758757,-0.145033594,1.363307681,1.36159657,-0.783221397,0.537986322,-0.64322794,0.319839756,0.4347719,-0.057188625,1.424216998,1.694345227,0.641163323,-0.266649931,-0.401542663,-0.065985027,-0.202851936,-0.174822988,-0.425678067,-0.052842312,0.056406455,0.327205207,0.004790527,0.255131625,0.292087292,-0.39951484,0.082984154,0.033861855,40.0,0
36713.0,1.297512299,0.780904223,-0.674351162,1.143797449,0.58956184,-0.738244476,0.367062762,-0.252749507,-0.196041115,-0.711890907,-0.443177233,0.178581965,1.161564661,-1.600331522,1.032946698,0.790768976,0.527877668,0.734612335,-0.316336337,-0.002002894,-0.110574791,-0.188643602,-0.240246564,-0.559510352,0.839501429,-0.278931437,0.041169034,0.051294624,1.0,0
58117.0,1.215312136,0.070095421,-0.282084534,0.854650322,0.056578244,0.10660009,-0.277969955,0.180714581,0.878540879,-0.771925596,-1.174847226,-0.819428925,-1.604213494,-1.276272535,0.248993678,0.128739458,1.198023501,0.050602525,-0.049312558,-0.178430866,-0.225837158,-0.444293137,-0.150854647,-0.86999355,0.533779792,0.498427623,0.006646708,0.027756154,12.31,0
38676.0,-0.904841921,0.342516839,1.534601391,-0.532882307,0.873858371,0.252815844,0.565616263,0.181461224,-0.046178424,-1.028365108,-1.492007997,0.164753682,0.363566011,-0.353151526,-0.550189488,-0.013792196,-0.38214729,-0.80023149,-0.432019958,0.033338065,-0.208501964,-0.619560002,-0.112582628,-0.876201095,0.160095767,0.10958173,0.031815252,0.087798746,39.09,0
135086.0,1.069510217,-2.709091635,-1.236790678,-0.374074594,-1.369963038,-0.10073719,-0.145946211,-0.184812007,0.041471643,0.359958335,-0.82691405,-0.128942503,0.48313922,-0.456012557,-0.329726153,0.962465085,0.394928743,-1.812794661,0.692030747,1.140935165,0.129671299,-0.848142683,-0.039496539,0.672904935,-0.667559897,-0.661349118,-0.0978919,0.061873975,575.94,0
146534.0,-1.265773991,0.620914064,1.357684936,-0.759847304,0.73331022,0.847170901,0.169572485,0.483177982,-0.190162933,-0.7867021,0.124411743,0.897608784,0.964493833,-0.077338385,0.066772528,0.382860985,-0.896845652,0.67051624,1.034555123,-0.013525734,-0.195605274,-0.428330604,-0.003625155,-0.228329689,0.49103536,-0.437261879,-0.294585143,-0.265380491,15.0,0
147750.0,-5.201627411,3.778425379,-1.721903594,-1.533728427,-2.205031781,-0.394537512,-1.634220658,2.411896196,1.489508745,1.381973278,-0.368854106,1.192405919,-0.376680522,0.998109335,-0.315029616,0.959368004,-0.168928653,0.625937376,0.128174773,0.314467048,-0.100900735,-0.635532352,0.168862284,-0.571965798,0.171151665,-0.320833525,-0.704771428,0.129679595,19.18,0
149874.0,2.018306703,0.09319117,-1.609424038,0.348380177,0.35850013,-0.669727482,0.069171254,-0.086684452,0.261000292,-0.202013782,1.253860589,0.75818425,-0.314348565,-0.584543685,-0.480251549,0.470483892,0.305771984,0.15865856,0.27349097,-0.167240773,-0.303477277,-0.819197994,0.353464827,0.662657093,-0.322138787,0.143428187,-0.068018452,-0.039252929,1.98,0
50203.0,1.155320688,0.043337357,1.090058952,1.191467662,-0.752918569,-0.189142177,-0.494483166,0.037732907,0.460434432,-0.020758687,-0.712901086,0.278712342,0.643165526,-0.151745418,1.391236241,0.773617637,-0.864496157,0.430769168,-0.588907349,-0.032866594,0.114157397,0.34111662,-0.082356763,0.039795755,0.39597737,-0.328311365,0.061702398,0.042210868,29.5,0
46262.0,1.160373986,-0.330941515,-0.125540773,-0.665460334,-0.592584473,-1.129828624,0.164554427,-0.155857805,1.363177884,-1.02274984,-0.118608249,0.184504692,-1.629810817,0.65093743,1.069501117,-1.438244446,0.62785612,-0.671231006,0.340123075,-0.185042091,0.041242403,0.243704718,-0.147032202,0.41620691,0.779546245,-0.540922095,0.035392933,0.016273522,47.37,0
65167.0,-0.77249097,0.175947577,2.509504113,1.312254041,-0.028748872,-0.17045673,-0.442986838,0.358862768,-0.617189773,0.24854094,0.853033785,0.366648352,-0.32880202,-0.16274324,-0.732964979,0.849412664,-0.610568835,0.519112191,-0.390676049,0.060999667,0.298574765,0.744138238,0.019920963,0.583997199,-0.754068123,0.896200372,0.090942105,0.162860089,0.01,0
77029.0,-0.854089148,0.96565176,2.027777791,0.022454444,0.292108125,-0.89701321,0.862667009,-0.047693594,-0.579372993,-0.781670692,-0.596509909,-0.250737034,-0.453615292,0.271250382,0.521030073,0.382233721,-0.66258166,-0.188274927,-0.747783578,-0.098437446,-0.168882286,-0.666193875,-0.171670709,0.326793474,0.368938532,-0.709721589,0.032560452,0.07380598,9.99,0
87907.0,1.269227002,-1.430429773,-0.45348835,1.971749614,-1.006810518,0.148665261,-0.187943103,-0.028068991,1.526650517,-0.179263752,-1.541755124,0.789215122,0.162055586,-0.58939834,-1.334783795,-0.567779713,0.021345151,-0.05424918,-0.356334926,0.397198322,0.455448067,1.08723945,-0.341657507,0.063448064,0.166276789,-0.322651696,0.016916314,0.01834457,340.0,0
122388.0,2.040211058,-0.146974975,-2.955933665,-0.578355979,2.609358271,3.142641531,-0.416882841,0.784392948,0.359902379,-0.351075101,0.329650884,0.183508121,-0.272918545,-0.597436665,0.58389681,0.178675836,0.473898278,-0.498849799,-0.140098685,-0.120714034,-0.352333801,-0.996936775,0.363484906,0.60482657,-0.264559586,0.219670647,-0.039209452,-0.042786955,1.98,0
72233.0,1.180011693,0.643862824,-0.249544964,1.288095155,-0.001419342,-1.047739062,0.179389415,-0.082859858,-0.288465905,-0.498248933,1.919303033,0.372858339,-0.682404037,-1.027412555,0.429224835,0.757027627,0.746322328,1.083203602,-0.409200076,-0.125730979,-0.008439304,-0.013258757,-0.10485748,0.388445176,0.616875013,-0.355776265,0.028410662,0.048306023,1.0,0
144184.0,2.001696165,-0.056354208,-0.995881534,0.306640808,-0.027219984,-0.833139392,0.124577188,-0.212501085,0.155470907,0.209652067,1.217315151,1.592603572,0.745955931,0.326925778,-0.705126057,-0.028534737,-0.496591433,-0.586628614,0.326107182,-0.168383471,-0.216028917,-0.484132011,0.333914511,0.039514159,-0.328909091,0.175550211,-0.066474917,-0.067820974,3.59,0
111228.0,-1.372728479,-2.191227423,-0.055335268,1.113975731,3.204132364,-2.816940192,-1.24185477,-0.139768657,1.414506385,-0.195346006,0.032513256,-1.934123537,2.176663474,1.802526047,-0.656830906,-0.730798417,0.72892485,-0.333010345,0.721931852,0.608742465,0.062749569,-0.206167155,1.019065089,-0.063553547,-2.254220135,-0.022780123,0.222557005,0.415474226,1.79,0
152070.0,-9.539367095,7.317463931,-6.141953074,-0.926241727,-5.623338901,-1.5565349,-5.508707821,7.00200146,-0.174657989,-0.879410631,-0.867641499,3.559056035,1.306165941,2.86674158,-0.755807741,2.415882116,2.75384475,1.214895135,-0.384661702,-0.555580733,0.30819152,-0.779641966,0.86769266,-0.094232127,0.496412255,-0.334667455,-1.952700211,-0.492058285,7.7,0
68715.0,0.643065877,-0.38437861,0.852792115,2.799941604,-0.91003507,-0.429311133,0.137408326,-0.090837149,-0.481950352,0.567098015,-0.367388269,-0.19753788,-0.225979027,0.233093231,0.780885359,0.852270742,-0.601004461,0.081705906,-1.419436173,0.357036774,0.332409597,0.344869864,-0.26079773,0.73237845,0.323441564,0.074889577,-0.040657702,0.076162846,264.27,0
19217.0,-0.360519778,0.708974063,1.840149808,0.945089494,-0.272527036,-0.196333498,0.338953499,0.038130088,0.893429941,-0.566847865,1.91202883,-2.136327451,0.576857289,1.741072152,-1.259430514,-0.618310911,1.006239487,0.415257754,1.351950715,0.034892487,-0.193584188,-0.252038549,0.014811169,0.498892963,-0.462533893,0.273560022,0.077767728,0.126079988,33.54,0
60301.0,1.038764209,0.232247627,1.402304617,2.464928015,-0.785174096,0.011183509,-0.49673551,0.223997668,-0.52386195,0.81687493,1.211210762,0.365103496,-0.525945662,0.308695421,0.243700053,1.278130208,-0.966883399,0.570070157,-1.002720352,-0.113779507,0.083937405,0.08046271,0.062125156,0.491674565,0.127506305,-0.105395133,0.013815394,0.032871732,30.33,0
55176.0,0.593331935,-1.127694232,0.948761997,0.811956819,-1.261993099,0.337995538,-0.502005003,0.27700851,0.617443059,-0.169061597,1.374144911,0.844044816,-0.589215683,0.10449097,0.286650216,0.240079674,-0.175163868,0.118056484,-0.453095923,0.377345919,0.336780593,0.506978884,-0.233706991,0.282672721,0.081635503,0.546812257,-0.035144981,0.056234451,269.0,0
170691.0,-0.434943489,0.563281566,2.241742285,-0.778329973,0.075299675,-0.628532864,0.916320677,-0.512968137,0.332692148,-0.390251156,-0.265103616,0.33063196,0.598011102,-0.767095608,0.148736286,0.024289618,-0.626849001,-0.642895105,-0.380373821,0.04623215,-0.209038895,-0.229691081,-0.08956564,0.419534667,-0.579946611,0.187672109,-0.366913035,-0.319135831,12.99,0
72875.0,1.103352495,0.072937973,0.100755733,0.981001032,-0.155974003,-0.443741168,0.1599708,-0.055094878,-0.191698868,0.168849658,0.933984636,0.524693071,-0.482629321,0.672624406,0.301872904,0.370854349,-0.767552311,0.520213756,0.025495059,-0.024642091,0.090194977,0.107793664,-0.201484931,0.006160739,0.662606718,-0.330645574,-0.005356454,0.016753954,66.9,0
59470.0,-0.873045984,0.483680419,0.802663129,0.008928868,0.378411926,-0.82701807,0.804770779,-0.175903721,-0.216604775,-0.105688401,-1.016198964,-0.499244344,-0.315370828,0.238412242,0.791249387,0.190205187,-0.535247229,0.056066696,0.132589396,-0.01105396,0.027629193,0.216368087,-0.199677653,-0.076930402,-0.283349101,0.325108868,0.32028079,0.156275219,93.17,0
1433.0,-0.782672019,0.89719642,1.670517852,-1.583325506,0.015247716,-0.744538396,0.942616561,-0.475990339,0.971462995,1.092150911,1.445784102,0.02899454,-0.934279297,-0.568549156,0.033650331,0.56917597,-1.237155146,0.086606418,-0.54502788,0.56990476,-0.307641534,-0.196698991,-0.117828159,0.337504399,-0.237130299,0.63622743,-0.007150517,-0.434779256,1.54,0
117814.0,2.108547788,0.002803726,-2.19997792,-0.123840816,0.578468682,-1.265996485,0.617193858,-0.368287264,0.128317954,0.215979934,0.64909025,0.285783732,-1.212228351,1.212074487,-0.140314762,-0.362759863,-0.502659796,0.094774287,0.453626337,-0.304892741,0.16998916,0.56772019,-0.072688514,-0.365721314,0.401972381,0.250310221,-0.093543039,-0.095668924,0.77,0
39653.0,-1.016393662,1.164346264,1.18179348,-1.183668743,-0.294941824,-1.020626676,0.523846785,-0.036941622,-0.071820372,-0.474124625,0.317459124,0.684155216,0.631807316,-0.052306866,0.529389714,0.001944137,-0.162854485,-1.170327725,-1.235512717,-0.222519768,0.115241854,0.1512873,0.043614589,0.676905249,-0.447386912,0.663781293,-0.878678683,-0.262388558,0.77,0
157068.0,-0.735402263,1.328873473,0.978751148,2.666495328,1.057389517,0.756366477,0.66043169,0.319181561,-1.263339357,1.211667119,-0.143856698,-0.64061444,-1.854405572,0.260444402,-2.295119772,0.651787551,-0.709422475,0.206041317,-1.251738328,-0.217898027,0.119013216,0.327328836,-0.3052422,0.654611535,0.344210216,0.065934185,-0.032334499,0.065026613,7.84,0
137913.0,2.066730353,0.209019358,-1.67766014,0.407502285,0.505224353,-0.791798592,0.222795148,-0.255941608,0.373854634,-0.409004955,-0.364313986,0.58564294,0.829414108,-0.99141646,0.165910797,0.214540356,0.494248986,-0.49939405,-0.032870222,-0.115224089,-0.348822725,-0.852880187,0.340941262,0.529678637,-0.249843575,0.172815471,-0.054272253,-0.029262626,0.89,0
166798.0,-1.014831022,1.291405578,0.646013536,-0.999047057,0.621977217,-0.013487693,0.558415883,0.456107456,-0.463996049,-0.960621813,-1.705452754,-0.115856765,0.372057112,0.218298325,-0.009703861,0.292034997,-0.487763707,-0.048979895,0.210695069,0.027914763,-0.08181536,-0.226342325,-0.449746068,0.128703305,0.823114041,0.597748822,0.08359114,0.041553607,0.89,0
80224.0,1.301331329,-0.617830505,0.774271418,-0.616809691,-1.264613254,-0.690784595,-0.762238139,-0.009068284,-0.617100864,0.573952986,0.204424691,-0.696210111,-0.481323108,-0.048693294,1.207414681,0.960630921,0.603086137,-1.901099099,0.04121621,0.023389545,0.042121726,-0.021804835,0.16449817,0.381012973,0.099432948,-0.401664175,0.027431708,0.025748471,25.0,0
51297.0,-0.248445798,-2.237172605,0.46231429,1.657715419,-1.410289866,0.61891084,0.168802957,0.170679828,0.207836944,-0.182769344,1.40510494,0.771786694,-0.197759689,0.409723253,1.103461535,0.705272124,-0.647230446,0.598324858,-1.004952432,1.24663646,0.614021684,0.215473704,-0.600856217,0.044747316,-0.028222904,-0.407590363,-0.057013942,0.147026001,698.5,0
59457.0,-0.608189006,0.518037523,1.924948237,0.16406646,-0.329369815,-0.558269162,0.26100975,0.03121963,-0.13143693,-0.393729493,0.21755686,0.359317096,0.311415917,-0.05045086,1.192182579,-0.014993276,-0.118575683,-0.59997495,-0.744426704,-0.075400161,0.147162535,0.399998213,0.243766947,0.616707486,-1.074223782,0.046539018,0.047143354,0.224844114,31.98,0
36048.0,1.324679796,-0.523565445,0.317767053,-0.559430083,-1.085833006,-1.099493418,-0.309322814,-0.262937036,-0.918697555,0.659488348,-0.448572865,-0.138901574,0.270853151,0.160794008,0.923094085,-1.214841936,-0.039743305,0.712090661,-0.689906762,-0.4027761,-0.572100408,-1.29178022,0.166265966,0.389644085,0.030335893,0.801429517,-0.067861275,0.017396585,44.95,0
153490.0,1.885208997,-0.555374693,0.116762417,0.931081458,-0.992608158,0.336642026,-1.206392883,0.289280671,2.143062703,-0.873880094,-0.832988066,1.142595491,0.602799781,-2.549107632,-1.592765424,-0.109171048,1.27247832,-0.20089649,0.043128853,-0.13022766,-0.167943729,0.084522409,0.319242968,1.071024385,-0.437929778,0.516881983,0.043708576,-0.001782725,5.3,0
32617.0,-0.724169487,-0.234502599,1.496717655,-1.444830382,-0.702158155,-1.265789478,0.691121173,-0.223260116,-1.501959314,-0.074151163,-0.429970865,-0.297143995,0.151448767,0.038496635,0.187490577,-1.185260653,-0.161346576,0.736726634,-1.341401417,-0.204014956,-0.379946205,-0.983458848,0.390071138,0.678295102,-0.490561249,0.610276564,-0.015112257,0.13374275,119.92,0
34888.0,0.799515149,-2.047787359,-0.607854989,-2.273042473,-0.7285669,0.809202732,-0.469045532,0.0896392,0.364707485,-0.384788515,-0.102877833,0.975041789,1.091183345,-0.097136464,0.618996082,-1.746361194,-0.324892911,1.822236734,0.572412871,0.252412961,-0.215600587,-0.626989689,-0.489585975,-1.648536786,0.456927293,0.084781052,0.001675688,0.049982063,337.6,0
142598.0,2.210513885,0.14120265,-2.841177021,0.254087628,1.197320743,-1.018584583,0.871035166,-0.467863855,0.07979909,0.307453353,-1.706770087,-0.860356518,-1.371092759,1.046494526,-0.028786618,-0.502945408,-0.324473646,-0.249088975,0.305345819,-0.294523723,0.195095333,0.669760447,-0.220532795,0.09761423,0.758280694,0.737860178,-0.137577128,-0.096845959,0.0,0
80379.0,1.187226659,0.186852821,0.612612009,0.558680225,-0.52053781,-0.779600205,-0.018360914,-0.079949547,-0.246185615,0.095816902,1.684395248,1.183922319,0.305476597,0.428238071,0.305475401,0.435561485,-0.605468678,-0.125382843,0.090218835,-0.065104544,-0.186079553,-0.589679326,0.140756528,0.533769454,0.160765525,0.0632244,-0.03344079,0.012575878,9.99,0
55659.0,0.819809274,-1.233220334,0.222497368,-1.031768669,-0.72682579,0.538870844,-0.538043157,0.138703272,1.793943581,-1.174138008,-1.214361094,0.409960968,0.820056215,-0.172002279,2.587301343,0.179231565,-0.762366007,0.756060466,0.207595466,0.445763057,0.355838538,0.694899626,-0.477773232,-1.264013195,0.52562198,-0.462655299,0.075240382,0.067203812,250.0,0
97480.0,1.546328944,-1.151407008,-1.894020404,0.371941018,0.324054167,0.245370809,0.241489637,-0.264652264,2.443589657,-0.726364885,-1.046018329,-2.291753051,1.886722647,1.457010047,-0.978499439,-0.357069815,0.320513589,0.187673643,0.329446443,0.391373644,0.040593783,-0.010704484,-0.315202002,-0.357985713,0.221075399,0.160804177,-0.112565159,-0.020695829,306.94,0
143545.0,-2.483403735,-3.404466755,1.838515326,-2.556352155,-1.498160592,0.034158806,-0.256935359,0.362230044,-1.771324668,0.472930639,0.108645706,-1.325704814,-0.397689774,-0.50629699,-0.018927848,0.949505559,-0.571220138,1.822351001,-1.018210644,1.235532735,0.475648734,0.421936791,1.07123011,-0.456168964,0.611596036,-0.070924409,0.087774261,0.179821579,512.65,0
69393.0,-1.395576199,-0.041862708,1.561035284,-3.503648015,-0.602020499,0.578091376,-0.457517395,0.907148497,-0.368935873,-1.374320872,0.58739115,0.853934369,0.617045742,0.153942671,2.03707511,-2.748371226,1.113663711,-0.478528235,-2.757140489,-0.494665114,-0.03896204,0.444836504,-0.027673015,-0.63078241,0.176695842,0.048490915,0.238489499,0.037063665,38.0,0
166668.0,-1.348648203,1.949607541,-1.743773967,-0.70877081,0.01203611,-0.378413415,-0.261166732,1.337903406,-0.272394062,-0.157929677,-0.133153088,0.581412454,-0.529995277,1.53588324,-0.129291764,0.210397541,-0.328440748,0.921543494,0.370473122,-0.095137942,0.449245025,1.20144855,0.031955538,0.228936923,-0.60598165,-0.221364915,0.334760543,0.245239133,1.79,0
167834.0,-0.423493592,-0.344244707,1.684584195,-2.456216791,-0.895188292,2.034610652,-2.286391706,-1.915238564,2.491758925,-2.589091603,-1.116981695,1.041112095,-1.215317998,-0.543730572,-1.673494276,-0.034560306,-0.303941682,1.150580531,1.113726518,0.530535664,-1.288145076,0.735375,-0.536248011,-0.291585146,1.746960889,0.129986783,0.066741361,0.154193154,0.22,0
160166.0,-4.634049741,4.619625402,-2.782476733,-1.665327329,0.26415884,1.32432961,-1.463343488,-6.939471686,2.296172281,3.315823443,0.675734539,1.518888615,0.923164354,-1.626250533,-0.966483009,0.559883086,0.230445489,0.346801876,-0.114427116,-0.068111684,6.162291325,-3.356072686,1.148778018,-0.391093355,0.446468111,0.251685348,1.718981442,0.881306882,44.99,0
52832.0,1.254181306,-0.105534166,0.249671681,0.134081051,-0.715951173,-1.155619196,-0.063444147,-0.170969688,0.390738692,-0.083328885,-0.519374192,-0.604625945,-1.331421243,0.526329772,1.207921035,0.299254102,-0.223983712,-0.209303539,-0.043863923,-0.120893968,0.01299781,-0.041227957,-0.047825094,0.440005691,0.32601681,1.072716191,-0.097924292,0.001642665,24.7,0
144470.0,2.1567172,-1.753783181,-0.039312083,-1.599967163,-1.91635357,-0.049773237,-1.850817092,0.136863643,-0.858841971,1.665876776,0.348673433,-0.240701412,0.402881858,-0.62586462,-0.334456659,0.295564123,-0.111502204,0.949731639,-0.004388602,-0.350549861,-0.079605293,0.189191284,0.27721626,-0.373659846,-0.570228769,-0.254960471,0.052263164,-0.037880263,44.8,0
117705.0,2.108805552,-1.689564263,-0.915275072,-1.789831286,-0.564831995,1.581328341,-1.699911922,0.534662144,-0.91130809,1.384125907,-0.350072878,-0.972629836,-0.520143583,-0.258460055,1.173120344,-1.602331281,1.634013503,-1.746584281,-1.708116343,-0.601342421,-0.048659109,0.462143874,0.420013463,-0.732424153,-0.595552968,-0.073240054,0.086830741,-0.055319657,15.6,0
45531.0,1.141090249,0.768229431,0.961593105,3.754474357,0.172572178,0.420194908,0.085582444,0.004264839,-1.053653644,1.002152252,-1.224196969,0.571535631,1.436127623,-0.446737488,-1.116434103,0.720732394,-0.652650169,-0.729585414,-0.9349136,-0.078196281,-0.307019953,-0.755750018,0.021746866,-0.127415486,0.461702495,-0.159301813,0.015309749,0.028486963,7.58,0
44609.0,0.664655455,-1.088703632,-0.692913321,0.316149608,1.324530854,3.931755398,-0.70374237,0.953771052,0.297018415,-0.074120493,-0.207766743,0.055833596,0.241694514,0.159536465,1.623406089,1.038043593,-1.20333994,0.82798339,-0.424616678,0.608175076,0.228681126,-0.118982231,-0.300931033,1.007618471,0.392808368,-0.377348522,0.009459569,0.085069645,300.0,0
61504.0,-0.257898375,-2.57258568,-0.710961585,0.39202212,-1.188796858,-0.406917236,0.955060801,-0.253312403,-0.031864836,-0.383542318,1.111283208,0.528550726,-0.430955539,0.751643123,0.539072801,0.638145149,-0.574514244,0.177409572,0.329718124,1.531170592,0.274259364,-1.083271921,-0.635851785,0.081950197,-0.128457614,0.766788395,-0.246085565,0.128046726,799.0,0
67640.0,1.249410304,-0.588762504,0.232513268,-0.338323392,-0.373305541,0.649366588,-0.714299244,0.252611803,1.225508704,-0.367724251,-1.882559749,-0.592464151,-0.842346173,-0.220809338,0.640287792,0.21946188,-0.153232827,-0.266932501,0.428906478,-0.057544883,-0.041286953,0.027415019,-0.210237093,-1.219027522,0.336984215,1.6492823,-0.071001168,-0.012218125,34.9,0
143966.0,1.942303329,-0.263680171,-3.236442003,-0.567388985,2.642123242,3.027024464,-0.312445092,0.711472134,0.433840391,-0.479299714,0.411445106,0.062634071,-0.185797121,-0.513266525,1.327802853,0.139163583,0.313152841,0.393240956,-0.573492619,-0.022573167,0.22491323,0.584441075,-0.027126783,0.639529933,0.270067109,-0.086115298,0.006678678,-0.028610194,56.11,0
148979.0,-1.790263589,-0.785103375,-0.226092035,-2.413023404,0.622627434,0.803262387,0.762903416,0.686637464,-2.014681164,-0.651396275,0.563014504,-0.672300569,-0.981199114,0.762935952,-0.483976354,0.497630038,0.682642685,-1.914952701,-0.491527596,0.45558359,0.582816949,0.856237189,-0.034479825,-1.634331843,1.02665107,0.120683444,-0.197030131,-0.144350375,236.55,0
140245.0,0.176271567,0.658281542,-0.03169402,-0.507444441,0.777988416,-0.368105887,1.158207837,-0.215195358,0.033963095,-0.888521667,-0.957530382,1.008465212,1.353150398,-0.258790166,-0.934754185,-0.714741389,-0.292894385,-0.64365393,-0.041263915,-0.027598474,0.049216592,0.334241662,-0.040509853,0.720598802,0.043376106,-0.401915727,0.02725838,0.007089249,43.05,0
154265.0,1.958194648,-0.254182936,-1.798417325,0.280382112,0.398820744,-0.59070148,0.348888632,-0.172102222,0.20467936,0.26217903,0.751336722,0.655184364,-0.882971163,0.749610014,-0.97620419,-0.373281463,-0.238966537,-0.319695272,0.408454054,-0.156980469,0.037558096,0.119233758,0.07937654,0.74828488,0.108932584,0.508092599,-0.115327874,-0.073835328,49.98,0
33285.0,1.047766326,-0.042811164,1.570689856,2.580546076,-1.199045027,-0.009190744,-0.841016592,0.296144845,0.293659007,0.686162994,-1.065858997,-1.439677548,-2.220970528,0.281004325,1.375050025,1.427093128,-0.791821588,0.774943866,-1.417811139,-0.201618704,0.227482219,0.447950909,-0.029534491,0.332396538,0.152287213,0.114311335,0.022665407,0.043592535,43.74,0
